Gender,Grade,LOS,Location,Business_Unit,status,Age Group,Length of Service (Years),Last Promotion Date,Last_Date
0,Senior Mager,0.3462,Lagos,0.4146,1,,,123.7863014,123.7863014
1,Senior Mager,0.5477,Port Harcourt,0.4918,0,36-40,14.59,4.205479452,123.7755375
0,Senior Mager,0.487,Lagos,0.5632,0,41-45,14.59,2.202739726,123.7810207
0,Senior Mager,0.4902,Lagos,0.7241,1,,,123.7863014,123.7863014
0,Senior Mager,0.5477,Lagos,0.5528,0,36-40,5.59,2.698630137,123.779663
1,Senior Mager,0.5477,Lagos,0.4918,1,,,123.7863014,123.7863014
0,Senior Mager,0.4902,Lagos,0.7241,1,,,123.7863014,123.7863014
0,Senior Mager,0.5477,Lagos,0.4918,0,36-40,6.98,2.202739726,123.7810207
1,Senior Mager,0.4902,Lagos,0.4894,1,,,123.7863014,123.7863014
0,Senior Mager,0.487,Lagos,0.4912,1,,,123.7863014,123.7863014
0,Senior Mager,0.4902,Lagos,0.2308,0,36-40,13.59,4.205479452,123.7755375
0,Senior Mager,0.5477,Lagos,0.5528,1,,,123.7863014,123.7863014
1,Senior Mager,0.3462,Lagos,0.1765,0,,,123.7863014,123.7863014
0,Senior Mager,0.5477,Lagos,0.4918,1,,,123.7863014,123.7863014
0,Senior Mager,0.4902,Lagos,0.4894,1,,,123.7863014,123.7863014
1,Senior Mager,0.5477,Lagos,0.4918,1,,,123.7863014,123.7863014
0,Senior Mager,0.3462,Lagos,0.1765,0,,,123.7863014,123.7863014
0,Senior Mager,0.5477,Lagos,0.5376,0,,,123.7863014,123.7863014
0,Senior Mager,0.3462,Lagos,0.375,1,,,123.7863014,123.7863014
1,Senior Mager,0.5477,Lagos,0.5528,1,,,123.7863014,123.7863014
0,Senior Mager,0.5477,Lagos,0.6714,1,,,123.7863014,123.7863014
0,Senior Mager,0.5477,Lagos,0.5528,1,,,123.7863014,123.7863014
0,Senior Mager,0.5477,Lagos,0.7614,0,,,123.7863014,123.7863014
0,Senior Mager,0.487,Lagos,0.4912,1,,,123.7863014,123.7863014
0,Senior Mager,0.487,Lagos,0.3409,0,,,123.7863014,123.7863014
0,Senior Mager,0.487,Lagos,0.4912,0,,,123.7863014,123.7863014
1,Senior Mager,0.5477,Lagos,0.4918,0,,,123.7863014,123.7863014
1,Senior Mager,0.5477,Abuja,0.5992,1,,,123.7863014,123.7863014
1,Senior Mager,0.487,Lagos,0.5632,1,26-30,2.57,1.202739726,123.7837585
0,Senior Mager,0.4902,Lagos,0.4737,1,,,123.7863014,123.7863014
0,Senior Mager,0.4902,Lagos,0.1579,0,36-40,9.97,2.202739726,123.7810207
0,Senior Mager,0.4902,Lagos,0.7241,1,,,123.7863014,123.7863014
0,Senior Mager,0.5477,Lagos,0.5376,1,,,123.7863014,123.7863014
1,Senior Mager,0.487,Lagos,0.4717,1,,,123.7863014,123.7863014
1,Senior Mager,0.487,Lagos,0.5632,0,,,123.7863014,123.7863014
0,Senior Mager,0.5477,Lagos,0.5528,1,,,123.7863014,123.7863014
0,Senior Mager,0.5477,Lagos,0.4918,1,,,123.7863014,123.7863014
0,Senior Mager,0.5477,Lagos,0.5528,1,,,123.7863014,123.7863014
0,Senior Mager,0.5477,Lagos,0.5376,1,,,123.7863014,123.7863014
1,Senior Mager,0.487,Lagos,0.4912,1,,,123.7863014,123.7863014
0,Senior Mager,0.5477,Lagos,0.6714,1,,,123.7863014,123.7863014
1,Senior Mager,0.5477,Lagos,0.5376,1,,,123.7863014,123.7863014
1,Senior Mager,0.5477,Abuja,0.4918,1,,,123.7863014,123.7863014
1,Senior Mager,0.5477,Lagos,0.5528,1,,,123.7863014,123.7863014
1,Senior Mager,0.4902,Lagos,0.4,1,,,123.7863014,123.7863014
0,Senior Mager,0.4902,Lagos,0.3704,0,36-40,8.77,1.202739726,123.7837585
1,Senior Mager,0.5477,Lagos,0.5528,0,31-35,8.77,1.202739726,123.7837585
1,Senior Mager,0.4902,Lagos,0.4894,1,,,123.7863014,123.7863014
1,Senior Mager,0.3462,Lagos,0.2381,0,36-40,0.8,123.7863014,123.7863014
0,Senior Mager,0.5477,Lagos,0.5528,0,36-40,8.53,2.202739726,123.7810207
0,Senior Mager,0.5477,Lagos,0.5992,0,31-35,8.53,1.202739726,123.7837585
0,Senior Mager,0.487,Lagos,0.3409,1,,,123.7863014,123.7863014
0,Senior Mager,0.487,Lagos,0.2632,0,36-40,5.52,1.202739726,123.7837585
1,Senior Mager,0.4902,Lagos,0.4894,0,41-45,0.69,123.7863014,123.7863014
1,Senior Mager,0.3462,Lagos,0.2381,0,36-40,8.39,1.369863014,123.783301
0,Senior Mager,0.5477,Lagos,0.5528,1,31-35,8.34,1.202739726,123.7837585
0,Senior Mager,0.4902,Lagos,0.4615,0,,,123.7863014,123.7863014
1,Senior Mager,0.5477,Lagos,0.7614,1,,,123.7863014,123.7863014
1,Senior Mager,0.487,Abuja,0.4912,0,,,123.7863014,123.7863014
0,Senior Mager,0.487,Lagos,0.4717,1,,,123.7863014,123.7863014
0,Senior Mager,0.487,Lagos,0.5632,1,,,123.7863014,123.7863014
1,Senior Mager,0.487,Lagos,0.4717,1,,,123.7863014,123.7863014
1,Senior Mager,0.3462,Abuja,0.5357,1,,,123.7863014,123.7863014
0,Senior Mager,0.487,Lagos,1,1,,,123.7863014,123.7863014
0,Senior Mager,0.487,Lagos,0.4912,0,41-45,5.69,2.698630137,123.779663
0,Senior Mager,0.3462,Lagos,0.2381,0,,,123.7863014,123.7863014
1,Senior Mager,0.5477,Lagos,0.5376,1,,,123.7863014,123.7863014
0,Senior Mager,0.3462,Lagos,0.5357,1,,,123.7863014,123.7863014
1,Senior Mager,0.4902,Lagos,0.7241,1,,,123.7863014,123.7863014
1,Senior Mager,0.4902,Lagos,0.7241,0,31-35,5.31,1.202739726,123.7837585
0,Senior Mager,0.4902,Lagos,0.7241,1,,,123.7863014,123.7863014
0,Senior Mager,0.4902,Lagos,0.7241,1,,,123.7863014,123.7863014
0,Senior Mager,0.487,Lagos,0.5632,1,,,123.7863014,123.7863014
1,Senior Mager,0.5477,Lagos,0.5376,1,,,123.7863014,123.7863014
1,Senior Mager,0.4902,Lagos,0.7241,1,,,123.7863014,123.7863014
0,Senior Mager,0.3462,Lagos,0.3636,1,,,123.7863014,123.7863014
1,Senior Mager,0.4902,Lagos,0.4894,1,,,123.7863014,123.7863014
1,Senior Mager,0.4902,Lagos,0.7241,1,,,123.7863014,123.7863014
0,Senior Mager,0.5477,Lagos,0.6714,0,41-45,4.01,2.202739726,123.7810207
0,Senior Mager,0.5477,Lagos,0.7614,1,,,123.7863014,123.7863014
1,Senior Mager,0.5477,Lagos,0.7614,0,,,123.7863014,123.7863014
1,Senior Mager,0.5477,Lagos,0.6714,1,,,123.7863014,123.7863014
1,Senior Mager,0.5477,Lagos,0.65,0,36-40,3.55,1.202739726,123.7837585
0,Senior Mager,0.5477,Abuja,0.4918,0,,,123.7863014,123.7863014
0,Senior Mager,0.5477,Lagos,0.5992,1,,,123.7863014,123.7863014
0,Senior Mager,0.5477,Lagos,0.5376,0,31-35,3.14,2.202739726,123.7810207
1,Senior Mager,0.4902,Lagos,0.7241,0,,2.59,1.202739726,123.7837585
1,Senior Mager,0.5477,Lagos,0.5992,1,,,123.7863014,123.7863014
1,Senior Mager,0.3462,Lagos,0.5357,1,,,123.7863014,123.7863014
1,Senior Mager,0.4902,Lagos,0.3704,0,36-40,2.05,123.7863014,123.7863014
1,Senior Mager,0.487,Lagos,0.5632,0,41-45,1.73,123.7863014,123.7863014
1,Senior Mager,0.5477,Lagos,0.5992,0,31-35,1.55,123.7863014,123.7863014
1,Senior Mager,0.487,Lagos,0.4912,0,36-40,1.55,123.7863014,123.7863014
0,Senior Mager,0.5477,Lagos,0.4545,1,,,123.7863014,123.7863014
0,Senior Mager,0.5477,Lagos,0.5376,0,36-40,1.31,123.7863014,123.7863014
1,Senior Mager,0.4902,Lagos,0.1923,0,41-45,1.05,123.7863014,123.7863014
1,Senior Mager,0.487,Lagos,0.4912,0,36-40,0.96,123.7863014,123.7863014
1,Senior Mager,0.5477,Lagos,0.5376,0,36-40,0.93,123.7863014,123.7863014
1,Senior Mager,0.4902,Lagos,0.5769,0,36-40,0.69,123.7863014,123.7863014
1,Senior Mager,0.4902,Lagos,0.4894,0,,0.73,123.7863014,123.7863014
0,Senior Associate 2,0.3462,Port Harcourt,0.381,0,,31.19,123.7863014,123.7863014
1,Senior Associate 2,0.5477,Lagos,0.5992,0,,,123.7863014,123.7863014
1,Senior Associate 2,0.5477,Lagos,0.4545,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.4902,Lagos,0.7241,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.3462,Lagos,0.381,0,41-45,12.14,4.205479452,123.7755375
0,Senior Associate 2,0.4902,Abuja,0.7241,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.3462,Abuja,0.381,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.5477,Lagos,0.6714,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.5477,Lagos,0.4918,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.487,Lagos,1,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.3462,Lagos,0.3636,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.4902,Lagos,0.4894,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.4902,Lagos,0.7241,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.5477,Lagos,0.5992,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.4902,Lagos,0.4615,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.4902,Lagos,0.4894,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.487,Lagos,0.5632,0,41-45,10.33,2.202739726,123.7810207
0,Senior Associate 2,0.3462,Lagos,0.381,0,,,123.7863014,123.7863014
1,Senior Associate 2,0.5477,Lagos,0.4918,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.3462,Lagos,0.4146,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.3462,Lagos,0.5357,0,,,123.7863014,123.7863014
0,Senior Associate 2,0.4902,Abuja,0.7241,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.487,Lagos,1,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.5477,Lagos,0.7614,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.5477,Lagos,0.5992,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.4902,Lagos,0.4737,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.487,Lagos,0.3409,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.5477,Lagos,0.7614,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.3462,Lagos,0.5357,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.487,Lagos,0.5632,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.5477,Lagos,0.5528,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.5477,Abuja,0.4074,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.5477,Abuja,0.5376,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.3462,Lagos,0.381,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.3462,Lagos,0.4146,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.3462,Lagos,0.5357,0,,,123.7863014,123.7863014
1,Senior Associate 2,0.5477,Lagos,0.5992,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.4902,Lagos,0.7241,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.4902,Lagos,0.4894,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.5477,Lagos,0.65,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.5477,Lagos,0.5992,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.5477,Lagos,0.5376,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.4902,Abuja,0.4894,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.487,Lagos,0.5632,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.5477,Lagos,0.5992,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.4902,Lagos,0.4894,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.3462,Lagos,0.5357,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.5477,Lagos,0.5528,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.5477,Lagos,0.4918,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.4902,Lagos,0.4894,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.5477,Lagos,0.5528,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.487,Lagos,0.5632,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.5477,Lagos,0.5992,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.5477,Lagos,0.5992,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.4902,Lagos,0.5769,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.5477,Lagos,0.5528,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.4902,Lagos,0.4894,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.5477,Lagos,0.5528,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.4902,Lagos,0.4894,0,31-35,8.5,2.202739726,123.7810207
1,Senior Associate 2,0.4902,Lagos,0.3704,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.5477,Lagos,0.5992,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.487,Lagos,0.4912,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.5477,Lagos,0.4918,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.3462,Lagos,0.3636,0,36-40,7.8,2.950684932,123.7789729
0,Senior Associate 2,0.4902,Lagos,0.7241,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.5477,Abuja,0.4918,0,,,123.7863014,123.7863014
1,Senior Associate 2,0.5477,Lagos,0.4918,0,,,123.7863014,123.7863014
1,Senior Associate 2,0.487,Lagos,0.4912,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.5477,Lagos,0.4918,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.5477,Lagos,0.5992,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.5477,Lagos,0.4918,0,,,123.7863014,123.7863014
0,Senior Associate 2,0.5477,Lagos,0.5992,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.4902,Lagos,0.7241,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.5477,Lagos,0.4918,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.5477,Lagos,0.4918,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.5477,Lagos,0.4918,0,,,123.7863014,123.7863014
0,Senior Associate 2,0.5477,Lagos,0.4918,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.5477,Lagos,0.4918,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.5477,Lagos,0.5992,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.487,Lagos,0.4717,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.487,Lagos,0.5632,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.5477,Lagos,0.7614,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.5477,Lagos,0.5528,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.487,Lagos,0.4717,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.5477,Lagos,0.5528,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.5477,Lagos,0.5528,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.5477,Lagos,0.6714,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.5477,Lagos,0.4918,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.487,Lagos,0.4912,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.5477,Lagos,0.5528,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.5477,Lagos,0.5992,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.5477,Lagos,0.5376,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.487,Lagos,0.4912,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.5477,Lagos,0.5528,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.487,Lagos,0.4717,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.5477,Lagos,0.4918,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.4902,Abuja,0.7241,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.5477,Lagos,0.625,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.5477,Lagos,0.65,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.5477,Lagos,0.7614,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.5477,Lagos,0.4545,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.487,Abuja,0.5632,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.3462,Lagos,0.381,0,,,123.7863014,123.7863014
0,Senior Associate 2,0.3462,Lagos,0.4146,0,,,123.7863014,123.7863014
1,Senior Associate 2,0.4902,Lagos,0.4737,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.3462,Lagos,0.3636,0,36-40,6.59,2.202739726,123.7810207
1,Senior Associate 2,0.5477,Lagos,0.5992,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.5477,Lagos,0.4918,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.487,Lagos,0.4717,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.4902,Lagos,0.5769,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.5477,Lagos,0.5528,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.5477,Lagos,0.5528,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.487,Lagos,0.3409,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.5477,Abuja,0.5992,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.5477,Lagos,0.6714,1,,,123.7863014,123.7863014
1,Senior Associate 2,0.5477,Lagos,0.7614,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.5477,Lagos,0.4918,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.5477,Abuja,0.5376,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.487,Lagos,0.5632,1,,,123.7863014,123.7863014
0,Senior Associate 2,0.5477,Lagos,0.5528,1,,,123.7863014,123.7863014
